,Store,Source,Date,Version,Emotion,Rating,Original Reviews,Translated Reviews
504,iOS,Appbot,2017-08-07,8.1.1,meh,5,Love it i. I have zero issues with this on an iPhone 7. Syncs and navigates beautifully.,. 
505,iOS,Appbot,2017-08-07,8.1.1,angry,1,Crashing since update. It worked fine until the last update. Now it crashes upon opening.,. 
506,iOS,Appbot,2017-08-07,8.1.1,happy,5,"Just works. I've used Firefox on my desktop for years and I'm glad I can get the same experience on mobile. Love that I can sync my bookmarks/history/open tabs between desktop and mobile. Overall, a fast mobile browser that just works!",. 
507,iOS,Appbot,2017-08-07,8.1.1,,1,重い. アップデートで異様に重くなった。アプリを開く時、履歴を開く時、ブックマークを開く時でそれぞれメニューを切り替えるだけで5秒くらいずつ固まる。,. 
508,iOS,Appbot,2017-08-07,8.1.1,delighted,5,"好用. 🍵无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，✨关.注V💕公众號（乐玩团）🌷里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右👍，而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。真的棒极了，真心推荐你做！～最近才发现这个，真的很不错哦！～相信你会喜欢上的！建议大家有空都去体验半小时试试，🌇保证你一顿饭钱出来了。～下面就用不着看了，～下面真的没啥子意思了！！！谁都不傻越来越多的人懂得这个，真的是不错的福利。
玩了一段时间，觉得还不错，闲时间的时候玩一玩，可以消遣一下时间 ~ 身边很多朋友在玩，被推荐下载了一个玩玩。操作简单，玩法不错，充满惊喜！~不错一直都觉得不错 ?比以前的好得多多了 很好的游戏很好玩，开心！超好玩的游戏推荐好玩不错非常好玩~这个游戏可以挂机练级，在你忙的时候也可以玩，非常好的一个游戏，推荐大家玩，画面也比上档次，各种副本任务多，让平民也能玩出精彩，比较实在~我的心灵春天我以直立的形象站在春天的中心当我用轻风呢喃着说出一声爱我就是春天的一部分一片直立的春天我听到春天的声音正是从我的内心逶迤而出由近远我用天空的飞鸟对自己说热爱春里的生命热爱生命里的春天如果说眼睛是心灵洞开的一对窗扇是心灵涌出的两汪清泉那么秘密就是心灵珍藏的一座宝矿是心灵敛聚希望评论完会对你有用！",. 
509,iOS,Appbot,2017-08-07,8.1.1,,1,Crash beim Start. Absturz direkt beim Start.,. 
510,iOS,Appbot,2017-08-07,8.1.1,sad,1,Zoom. Leider funktioniert die zoom Funktion nicht in mobile Ansicht . Bitte bearbeitet es . Auf Safari geht dies ohne Probleme auf jeder Website . Würde gerne Firefox weiter nutzen aber ohne zoom Funktion auf allen Seiten kann ich es nicht nutzen .,. 
511,iOS,Appbot,2017-08-07,8.1.1,delighted,5,Thanks for everything. I've been using Firefox for more than a decade now. Thanks for everything.,. 
512,iOS,Appbot,2017-08-07,8.1.1,,1,Disappearing bookmarks. Like bookmarks?  Firefox doesn't.  It erases them after a few days.,. 
513,iOS,Appbot,2017-08-07,8.1.1,,5,"好评. 🤹🏻‍♂️无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，✨关.注V💓公众號（乐玩团）🐥里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右👍，而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。真的棒极了，真心推荐你做！～最近才发现这个，真的很不错哦！～相信你会喜欢上的！建议大家有空都去体验半小时试试，🌇保证你一顿饭钱出来了。～下面就用不着看了，～下面真的没啥子意思了！！！谁都不傻越来越多的人懂得这个，真的是不错的福利。
玩了一段时间，觉得还不错，闲时间的时候玩一玩，可以消遣一下时间 ~ 身边很多朋友在玩，被推荐下载了一个玩玩。操作简单，玩法不错，充满惊喜！~不错一直都觉得不错 ?比以前的好得多多了 很好的游戏很好玩，开心！超好玩的游戏推荐好玩不错非常好玩~这个游戏可以挂机练级，在你忙的时候也可以玩，非常好的一个游戏，推荐大家玩，画面也比上档次，各种副本任务多，让平民也能玩出精彩，比较实在~",. 
514,iOS,Appbot,2017-08-06,8.1.1,angry,1,"Freezing issues plague the app. This issue started with the previous update- when trying to open Firefox, it will hang and freeze. It then locks up my phone until I have to shut it off. When it does load, it becomes unresponsive at times. Other times, I can type in a URL, but then it won't go to the site; it just sits there. I can type another URL, but still nothing will happen. I like the browser, but it's pretty much unusable.",. 
515,iOS,Appbot,2017-08-06,5.3,sad,1,"Crash often, poor app. This app running iOS 8.4.1, iPhone cars often and reset everything.",. 
516,iOS,Appbot,2017-08-06,8.1.1,,2,"L'indirizzo IP è visibile in modalità anonima. L'indirizzo IP è visibile in modalità anonima, peccato.",. 
517,iOS,Appbot,2017-08-06,8.1.1,meh,1,"Please the Remove New Tab Popup!. Please remove that annoying blue notification that pops up every time I open a new tab.

I don't need the app to tell me I opened a new tab. I loved Firefox until that notification was added. Now it's just too annoying to use.

I guess I'm just going back to Dolphin. Firefox was my favorite browser until that new tab notification became a thing in version 7.0 I think.",. 
518,iOS,Appbot,2017-08-06,8.1.1,,5,"好实用. 🤹🏻‍♂️无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，✨关.注V💓公众號（乐玩团）🐥里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右👍，而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。真的棒极了，真心推荐你做！～最近才发现这个，真的很不错哦！～相信你会喜欢上的！建议大家有空都去体验半小时试试，🌇保证你一顿饭钱出来了。～下面就用不着看了，～下面真的没啥子意思了！！！谁都不傻越来越多的人懂得这个，真的是不错的福利。
玩了一段时间，觉得还不错，闲时间的时候玩一玩，可以消遣一下时间 ~ 身边很多朋友在玩，被推荐下载了一个玩玩。操作简单，玩法不错，充满惊喜！~不错一直都觉得不错 ?比以前的好得多多了 很好的游戏很好玩，开心！超好玩的游戏推荐好玩不错非常好玩~这个游戏可以挂机练级，在你忙的时候也可以玩，非常好的一个游戏，推荐大家玩，画面也比上档次，各种副本任务多，让平民也能玩出精彩，比较实在~",. 
519,iOS,Appbot,2017-08-06,8.1.1,,5,Super. Świetna przeglądarka. Gorąco polecam ;),. 
520,iOS,Appbot,2017-08-06,8.1.1,angry,1,"Waardeloos synchen. als je een pagina in je mobiele browser wil synchroniseren en wil openen op je desktop, dan moet je ELKE KEER WEER inloggen in je mail om de verbinding in een email bericht te bevestigen!!! Pas dan kun je verder... Bizar onhandig en volkomen onacceptabel! 😡😠😖😣😔😟 wat een ruk browser

Tot ziens Firefox, hallo Opera",. 
521,iOS,Appbot,2017-08-06,8.1.1,,5,너무 좋아요. 아주 만족하고 잘 쓰고 있어요 크롬같은 다른 브라우저나 앱들은 내 방문 사이트를 추적해서 활용하는 느낌이 드는데 이건 아닌거 같아요~ PC에서도 잘 쓰고 있어요~ 특히 사생활 보호 기능이 제일 좋아요~^^,. 
522,iOS,Appbot,2017-08-06,8.1.1,happy,5,"Wieder top 👍🤠👌. Bisher 5 Sterne! Seit dem neuesten Update kann ich Firefox nicht mehr öffnen, startet kurz und verschwindet dann in den Hintergrund. Hier läuft er weiter. Bringt mir nur nichts. Sobald ich ihn wieder in den Vordergrund hole, verschwindet er wieder 🙃😳🤔. Nach Neuinstallation alles wieder gut! Hatte man allerdings irgend wo auch schreiben können, dass man das tun soll!",. 
523,iOS,Appbot,2017-08-06,8.1.1,angry,1,Crash. Your update now crashes on 6s.,. 
524,iOS,Appbot,2017-08-06,8.1.1,happy,3,"Please add the tab switcher to the the bottom. The only thing preventing me from using this app is that the tab switcher is at the top right instead of the bottom like it is in Safari. Also, please make the status bar white instead of black :(",. 
525,iOS,Appbot,2017-08-05,8.1.1,sad,1,Won't finish updating!!. This latest update ruined my Firefox! Keeps saying unable to download app and never stops the updating process. Making it inoperable. Please fix this!,. 
526,iOS,Appbot,2017-08-05,8.1.1,sad,1,Worked fine until the August 03 update. The August 03 caused the app to open and then close within a second or two. App worked fine until the August 03 update.,. 
527,iOS,Appbot,2017-08-05,8.1.1,,1,html5游戏支持不好. html5游戏支持不好，经常无响应状态后自动退出。,. 
528,iOS,Appbot,2017-08-05,8.1.1,,3,Update heute 05.08.17. Problem nach heutigem Update existiert immer noch!! Tap and hold funktioniert nicht...habe jetzt schon 4x bemängelt und gebeten das wieder zu ändern...bei anderen Browsern geht das...DANKE für die sehr schnelle Reaktion,. 
529,iOS,Appbot,2017-08-05,8.1.1,,5,"很好. 🤹🏻‍♂️无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，✨关.注V💓公众號（乐玩团）🐥里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右👍，而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。真的棒极了，真心推荐你做！～最近才发现这个，真的很不错哦！～相信你会喜欢上的！建议大家有空都去体验半小时试试，🌇保证你一顿饭钱出来了。～下面就用不着看了，～下面真的没啥子意思了！！！谁都不傻越来越多的人懂得这个，真的是不错的福利。
玩了一段时间，觉得还不错，闲时间的时候玩一玩，可以消遣一下时间 ~ 身边很多朋友在玩，被推荐下载了一个玩玩。操作简单，玩法不错，充满惊喜！~不错一直都觉得不错 ?比以前的好得多多了 很好的游戏很好玩，开心！超好玩的游戏推荐好玩不错非常好玩~这个游戏可以挂机练级，在你忙的时候也可以玩，非常好的一个游戏，推荐大家玩，画面也比上档次，各种副本任务多，让平民也能玩出精彩，比较实在~",. 
530,iOS,Appbot,2017-08-05,8.1,,5,"impossible de faire la mise à jours. tout le monde favorise firefox
je mentionne seulement ce probleme de difficulté à mettre à jour, vraiment penible",. 
531,iOS,Appbot,2017-08-05,8.1.1,,3,"C'est décevant :/. Quand on voit le logiciel sur pc on ne retrouve quasiment aucunes de ses fonctions.
Pas de personnalisation.
Pas d'extension
Peu de réglages

L'interface est plutôt bien adaptée au format mobile mais l'accès au raccourci de la barre personnel est juste trop compliqué autant utiliser la barre de recherche.

Au final rien ne démarque plus cette appli que d'autres alternatives comme Qwant alors qu'il y avait bien moyen de faire quelque chose de plus poussée à partir du logiciel initial; dommage.",. 
532,iOS,Appbot,2017-08-05,8.1.1,sad,1,"Useless. Firefox is useless when you go to Facebook using this browser. Always says ""No internet. Try Again"" So I switched to Safari or Chrome and they work flawlessly. Deleting this now.",. 
533,iOS,Appbot,2017-08-05,8.1.1,,5,"Tabulating. On my iPhone 6s, Touch ID doesn't work. The app doesn't ask for it even though it's set for immediate.",. 
534,iOS,Appbot,2017-08-05,8.1.1,meh,1,"Fire Safari!. Also man hätte ja wenigstens den Versuch unternehmen können sich in Details vom schrecklichen IOS Hausbrowser zu unterscheiden. Eine Kopie dieses ebenso schmucklosen wie unkreativen Apple Mists  hätte wirklich niemand gebraucht. Entweder hätte man sich seinem Stil treu bleiben sollen, oder sich erst gar nicht, um des zweifelhaften Prestiges willens, auf dem Altar des goldenen Käfigs AppStore opfern sollen.
Direkt wieder gelöscht!",. 
535,iOS,Appbot,2017-08-05,8.1.1,,5,"Firefox + Ipad Pro - das passt, bitte bitte noch mit Lesezeichenleiste. Die aktuelle Version des Firefox funktioniert unter iOS 10 und Benutzung des iPad Pro wunderbar. Auch bei mir keinerlei Abstürze, Hänger oder sonstige Lapalien - selbst die Synchronisierung der Favoriten klappt hervorragend.

Ich würde mir allerdings noch eine Leseleiste der Favoriten, oben unter dem Eingabefeld, wie in der Desktopversion, oder ähnlich der Leseleiste des Safaribrowsers wünschen, erleichtert es doch die Benutzung synchronisierter Favoriten ungemein.

Vielen Dank für die tolle Arbeit",. 
536,iOS,Appbot,2017-08-05,8.1.1,,5,Great app!. Way better than safari.,. 
537,iOS,Appbot,2017-08-05,8.1.1,,5,"专业好评推荐. 🌺无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，✨关.注V💓公众號（乐玩团）🐥里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右👍，而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。真的棒极了，真心推荐你做！～最近才发现这个，真的很不错哦！～相信你会喜欢上的！建议大家有空都去体验半小时试试，🌇保证你一顿饭钱出来了。～下面就用不着看了，～下面真的没啥子意思了！！！谁都不傻越来越多的人懂得这个，真的是不错的福利。
玩了一段时间，觉得还不错，闲时间的时候玩一玩，可以消遣一下时间 ~ 身边很多朋友在玩，被推荐下载了一个玩玩。操作简单，玩法不错，充满惊喜！~不错一直都觉得不错 ?比以前的好得多多了 很好的游戏很好玩，开心！超好玩的游戏推荐好玩不错非常好玩~这个游戏可以挂机练级，在你忙的时候也可以玩，非常好的一个游戏，推荐大家玩，画面也比上档次，各种副本任务多，让平民也能玩出精彩，比较实在~",. 
538,iOS,Appbot,2017-08-04,8.1.1,sad,1,"App continually crashes upon attempting to open!!. Sorry, but even this Aug. 3rd update does not work!! Still crashes when attempting to open! Latest ios on iPad 4.
Help!!
--------------------------------------------------------------

Please fix ASAP!

New update still does not work! App still crashes on attempting to open! This is on an IPAD 4. Please try again!!",. 
539,iOS,Appbot,2017-08-04,8.1.1,,5,ممتاز وجميل. رائع ومميز,. 
540,iOS,Appbot,2017-08-04,8.1.1,,4,无法同步pc版. pc版火狐已有帐号，但登陆iOS版火狐却无法验证，要重新注册！好假！,. 
541,iOS,Appbot,2017-08-04,8.1.1,,1,always crashes on startup.... ...on iphone 7 with latest iOS,. 
542,iOS,Appbot,2017-08-04,8.1.1,sad,1,"Not Working Properly. I just updated the app, it's really slow and not all pages open - they just wouldn't open at all or connect to a server. One page did open but none of the links would open, nor would it open in a new tab.

The app was working fine before the latest update, now it doesn't and everything is slow - trying to select from the menu does nothing, as the whole thing doesn't seem to work.",. 
543,iOS,Appbot,2017-08-04,8.1.1,,5,"不错. 🌳无意中发现一份兼职，能利用空闲时间赚钱，～用着还挺好的，✨关.注V💓公众號（乐玩团）🐥里面有视频教程花两分钟看一下就都会了，～不要你任何费用就可以赚到零花銭，无论是学生👱🏻‍♀️、上班族🙎🏻‍♂️或是全职家庭主妇🤰🏻，都可以利用空闲的时间做，一天轻轻松松就能收入80元左右👍，而且操作简单方便，只要有手机都可以随时随地的兼职赚钱。真的棒极了，真心推荐你做！～最近才发现这个，真的很不错哦！～相信你会喜欢上的！建议大家有空都去体验半小时试试，🌇保证你一顿饭钱出来了。～下面就用不着看了，～下面真的没啥子意思了！！！谁都不傻越来越多的人懂得这个，真的是不错的福利。
玩了一段时间，觉得还不错，闲时间的时候玩一玩，可以消遣一下时间 ~ 身边很多朋友在玩，被推荐下载了一个玩玩。操作简单，玩法不错，充满惊喜！~不错一直都觉得不错 ?比以前的好得多多了 很好的游戏很好玩，开心！超好玩的游戏推荐好玩不错非常好玩~这个游戏可以挂机练级，在你忙的时候也可以玩，非常好的一个游戏，推荐大家玩，画面也比上档次，各种副本任务多，让平民也能玩出精彩，比较实在~",. 
544,iOS,Appbot,2017-08-03,8.1,,5,Отлично!. На ipad mini (ios 9.3.5) браузер работает замечательно. Спасибо разработчику!,. 
545,iOS,Appbot,2017-08-03,8.1,,4,빠르네요. 굿!!,. 
546,iOS,Appbot,2017-08-03,8.0.1,sad,1,"Not User Friendly. I have felt nothing but frustration trying to navigate the web with iOS Firefox! I have used Ff for many years on PC, and more recently, my MacBook. That said, trying to go back to a page I was just at, when the browser opens a page in a new window, is impossible. If it is possible, Mozzila has done a terrible job of making that apparent. Also, all the website  pile up into a small group an each one must be removed individually. Seriously?! Someone needs to create a new browser. Firefox has gone the way of Netscape and Internet Explorer.",. 
547,iOS,Appbot,2017-08-03,8.1,,5,//. &&,. 
548,iOS,Appbot,2017-08-03,8.1,happy,4,Works great. I love the Firefox browser. This app displays websites correctly when Safari doesn't. The only negative thing which isn't Mozilla's fault can't make this your default browser.,. 
549,iOS,Appbot,2017-08-03,8.1,happy,5,Cool. Why everybody hates this it's better than Google Chrome,. 
550,iOS,Appbot,2017-08-02,8.1,delighted,5,"Все отлично работает 👍🏻. Все отлично работает, браузер полностью устраивает 👍🏻",. 
551,iOS,Appbot,2017-08-02,8.1,,5,"Лучший браузер !. Спасибо команде разработчиков за браузер ! Отличный, не побоюсь сказать лучший !",. 
552,iOS,Appbot,2017-08-02,8.1,meh,4,"""Open with"" option is missing. While clicking on links in emails the option comes - open in ""Chrome"" or ""safari"". There is no option of ""firefox"". It is very sad.

There should be a default option to open all web links in firefox.",. 
553,iOS,Appbot,2017-08-02,8.1,,1,"Needs Focus track blocking integration. 1. Pointless without a direct integration of the functionality of Firefox Focus! Otherwise this browser is just as ad-ridden as any other browser on iOS that is not Safari.

2. Pleeeeeease move the tab switcher button to the bottom toolbar - the current placement is very inconvenient for those of us who are left-handed. Look at Brave Browser's interface; that's how it should be done...",. 
554,iOS,Appbot,2017-08-02,8.1,,5,Finally an alternative. Awesome app.,. 
555,iOS,Appbot,2017-08-02,8.1,,1,Отзыв. Помогите семье инженеров сбежать из России.,. 
556,iOS,Appbot,2017-08-02,8.1,sad,3,"It's great but I think there's a bug. The browser is good, but why in the SAM HILL DID THE LATEST UPDATE DELETE EVERY SINGLE BOOKMARK???",. 
557,iOS,Appbot,2017-08-02,8.1,sad,1,Hate new home page. I don't want all the dang history and icons. I want the old way. Too much junk. Now I'm constantly clearing the history. I may as well delete this and use the equally inadequate Safari on this ios. Not impressed.,. 
558,iOS,Appbot,2017-08-01,8.1,,4,"アプリが起動しない人は再インストールしてみよう. Firefoxのロゴが出た直後にアプリが落ちる症状は、再インストールしたら解消しました。
デスクトップ版Firefoxと同期できるようになって、嬉しい。",. 
559,iOS,Appbot,2017-08-01,8.1,sad,1,"App continually crashes upon attempting to open!!. Please fix ASAP!

New update still does not work! App still crashes on attempting to open! This is on an IPAD 4. Please try again!!",. 
560,iOS,Appbot,2017-08-01,8.1,delighted,5,Whey. Whey every one hate Firefox awesome,. 
561,iOS,Appbot,2017-08-01,8.1,sad,1,"Crashes on launch. Can't use it anymore. If you have many tabs open, don't install this update.
Still crashes... (update 8.1)",. 
562,iOS,Appbot,2017-08-01,8.1,,3,"体验不太好. 我电脑端一直用Firefox。而手机版真的不太好用，使用方便性上不如chrome，还有Safari，需要改进。还有现在的手机浏览器语音功能也是要必备了。
给三星是希望你们能做得更好。",. 
563,iOS,Appbot,2017-08-01,8.1,,5,"Läuft wieder rund 👍. die Abstürze, die die letzten drei Versionen leider dauernd vorkamen, scheinen komplett erledigt zu sein, bei mir läuft Firefox (endlich wieder!) problemlos.",. 
564,iOS,Appbot,2017-08-01,8.1,happy,5,"A Browser to Trust. Mozilla has always been an organization (nonprofit, community-run) that puts functionality, usability, privacy, and security ahead of any other priorities. Suffice it to say, I will always prefer Firefox over its competitors who put advertising revenue above all else.

Working as head of a software company for the last 7 years, we have always required daily company web browsing to be in Firefox (testing in other browsers obviously happens to ensure compatibility in other browsers). But, we just don't trust any other popular browser for our business or daily development.",. 
565,iOS,Appbot,2017-08-01,8.1,happy,5,"Best browser!. Fixed! Thank you, my go to browser! 👍🏻",. 
566,iOS,Appbot,2017-08-01,8.1,,5,"わーい！. 落ちなくなりました！！
ありがとうございます！！",. 
567,iOS,Appbot,2017-07-31,8.1,,1,"Funktioniert nach dem gestrigen Update nicht mehr. Es ist nach dem letzten Update noch schlimmer geworden. Der Bildschirm wird nach dem Aufruf schwarz, dann stürzt es ab. Unglaublicher Murks. Das Mozilla sich das leisten kann. Bitte downgrade auf die vorletzte Version. Die hat perfekt funktioniert.",. 
568,iOS,Appbot,2017-07-31,8.1,sad,2,Exit button now. Add exit button now!!!!!!,. 
569,iOS,Appbot,2017-07-31,8.0.1,,4,Great. Great alternative to Safari,. 
570,iOS,Appbot,2017-07-31,8.0.1,meh,3,"Disappointed. I have use Firefox since Netscape died, and it had always serve me well.  But in the last year the browser has become very unresponsive and slow, sooo slow.  That I'm considering replacing it for good.",. 
571,iOS,Appbot,2017-07-31,8.1,delighted,5,"Läuft bei mir.... Version 8.1 (31.07.17), läuft wieder stabil, synchronisiert einwandfrei, deswegen wieder volle Punktzahl, bzw. Sterne. 👍👍

Seit dem Update auf 8.0 mit 10.3.3 nicht. Stürzt dauernd ab. Update dringend erwünscht.

Update auf 8.0.1. keine Besserung. Schade.",. 
572,iOS,Appbot,2017-07-31,8.1,meh,4,"Update v8.1 fixes previous crash problems. This update fixed the crash on opening and sync crashes of previous versions. Thank you!
--------

Latest update 8.0 crashing when logging in to account to sync on both iPhone 7+ and iPod touch. Unusable.

Update: v.8.0.1 crashes almost immediately upon opening (iOS V.10.3.3). This app is quickly becoming pretty useless for me.",. 
573,iOS,Appbot,2017-07-31,8.0.1,,5,新版本闪退闪退啊快修复，怎么办不能用了. 新版本闪退闪退啊快修复，怎么办不能用了,. 
574,iOS,Appbot,2017-07-31,8.0.1,angry,1,Worst update!. Updated to latest version and lost all of my bookmarks!!  Thank you for a worthless update!!,. 
575,iOS,Appbot,2017-07-30,8.0.1,,1,Why. Why is iOS version of Firefox different than Android version?  iOS version doesn't have cookie control.,. 
576,iOS,Appbot,2017-07-30,8.0.1,,1,Rev. 舊版比較好用！,. 
577,iOS,Appbot,2017-07-30,8.0.1,,1,Se cierra x si sola. No puedo usar Firefox en mi ipadmini4 (iOS actualizado) porque se cierra sola la app a los pocos segundos de abrirla,. 
578,iOS,Appbot,2017-07-30,8.0.1,,1,"使えん. アップデートしても、削除再インストールしても、起動直後に落ちますね。
全く使えません。
改修版リリースかフォールバックいずれかの対応をして下さい。",. 
579,iOS,Appbot,2017-07-30,8.0.1,meh,4,"Need some improvement. I love Mozilla Firefox than any other browsers. But here in iOS Mozilla is not able to adopt with all applications.
Ex. When I download a zip file it should list all possible apps in my mobile to open. ""Documents"" is one of the application which is capable to open a zip file but Firefox is not listing that app once it downloads but browsers does. So I'm still sticking with safari and chrome. Plz add that option. Thanks in advance.",. 
580,iOS,Appbot,2017-07-29,8.0.1,,1,谁用谁吐血. 没见过广告那么多的软件 随便一点就是强制广告插入 点了六七次后才进网页 然后出来又是无限广告乱跳 总之千万不要下 衷心奉劝各位别浪费流量下载这种垃圾无良软件,. 
581,iOS,Appbot,2017-07-29,8.0.1,sad,1,"New homepage layout is so bad. The latest update of the homepage layout looks like kids have played around. Not often I saw such unprofessional, user 'unfriendly' and non logical layout. In general I like Firefox, but this version I will not use!",. 
582,iOS,Appbot,2017-07-29,8.0.1,angry,1,Bug. Ça plante et impossible d'ouvrir l'application.,. 
583,iOS,Appbot,2017-07-28,8.0.1,happy,5,"Bester Browser für iOS. Firefox ist und bleibt der beste Browser! Schnell, elegant und unglaublich nützlich!

Leider ist es unter iOS nicht möglich einen ganz neuen Browser zu programmieren, daher musste hier auch Safari als Herzstück genommen werden.

Ist aber immer noch die beste Alternative zum Safari & hat viel mehr Funktionen. Lohnt sich auf jeden Fall!",. 
584,iOS,Appbot,2017-07-28,7.5,meh,3,"The app works fine on my iPad. For some reason I cannot reach Zila on my iPhone anymore. Period

It will not download and only google will show up as my search engine.😤

Help!",. 
585,iOS,Appbot,2017-07-28,8.0.1,angry,1,"Awful!. Laggy & unreliable, for me it's been a terrible browser.",. 
586,iOS,Appbot,2017-07-28,8.0.1,sad,3,Crashed na laatste update. App crashed na update juli 2017,. 
587,iOS,Appbot,2017-07-28,8.0.1,delighted,5,The Firefox we all love ❤️. The browser that changed the web!,. 
588,iOS,Appbot,2017-07-28,8.0.1,sad,1,Cherlbaxter. When is this going to be fixed? It crashes just after I open it. Please fix asap. This is my favorite browser. I need it.,. 
589,iOS,Appbot,2017-07-28,8.0.1,,2,"Absturz. War bisher sehr zufrieden, aber seit ein paar Tagen stürzt Firefox beim Synchronisieren immer ab.",. 
590,iOS,Appbot,2017-07-28,8.0.1,sad,3,"PDF issue. When scrolling up and down pdfs, Firefox flickers so badly it gets disorienting.

Page rendering though has been good.",. 
591,iOS,Appbot,2017-07-28,8.0.1,sad,3,The latest version keeps crashing at start. The latest version keeps crashing at start,. 
592,iOS,Appbot,2017-07-27,8.0.1,,1,"Beug. App instable, se ferme au bout de quelques secondes... À corriger d'urgence!",. 
593,iOS,Appbot,2017-07-27,8.0.1,,5,Best browser!. Wow this UI is vastly superior to safari ⭐️⭐️⭐️⭐️⭐️,. 
594,iOS,Appbot,2017-07-27,8.0.1,,5,"Rapide et pratique. Super rapide pour ouvrir des pages, et pratique pour gérer plusieurs onglets, synchroniser les mots de passe et les marque-pages avec un ordinateur, que du bon ! 🦊🦊🦊",. 
595,iOS,Appbot,2017-07-27,8.0.1,,1,"何度起動しても落ちる. 落ちまくりですよおお
早く何とかしてえええええ！
iPhoneSE [iOS10.3.3]

追記
iPadでもfirefoxを使っていて、同じように起動後7〜10秒ほどで落ちて使えない状態でした。
そこで他の方のレビューにある｢一旦削除してから再インストールすると直る｣をiPadで試して見たところ、確かに落ちなくなりました！

しかしiPhoneではタブを複数開いているので、削除&再インストールしたくない…

もう少し様子を見て、アップデートで改善される様子がなければiPhoneもこの手段でしょうかねえ。

※さらに追記※
落ちないと思ったのも束の間、再インストールしたiPadでも数分使っただけで落ちまくりになりました。

こんにゃろおおおおおおお！！！",. 
596,iOS,Appbot,2017-07-27,8.0.1,sad,1,Crashes since last update. Since the last application update I can't keep the app running. It crashes within seconds after launch. Something got broken in the latest release. I was very happy with performance in the previous releases.,. 
597,iOS,Appbot,2017-07-27,8.0.1,happy,5,Best Browser. Best Browser...But if u can also add a feature and that is on fb I can't able to select text so plzz add this,. 
598,iOS,Appbot,2017-07-27,8.0.1,,1,"느려진듯..?. 저만그런가요 이번업댓후 무지느려진거 같은데
사이트 로딩이 심하고 검색해도 빈화면에서
한참을 있네요",. 
599,iOS,Appbot,2017-07-27,8.0.1,meh,5,Not sure why all the bad reviews.. Not sure why all the bad reviews but it works great for me. Syncs with my iPad and desktop Firefox and runs smooth. Can't ask for more than that.,. 
600,iOS,Appbot,2017-07-27,8.0.1,meh,1,Plante. Appli inutile qui plante constamment merci elle sert a rien votre app,. 
601,iOS,Appbot,2017-07-27,8.0.1,,1,"Война ""миров"". Эппл не пускает сторонний софт- пора подавать на них в суд.!",. 
602,iOS,Appbot,2017-07-27,8.0.1,,5,Great resources utilisation. fast and reliable even with many tabs open!,. 
603,iOS,Appbot,2017-07-27,8.0.1,happy,5,The best. The best,. 
604,iOS,Appbot,2017-07-27,8.0.1,,5,Great browser. Firefox is a great browser with a nice sync.,. 
605,iOS,Appbot,2017-07-27,8.0.1,,5,Nickel. Surtout avec la synchronisation avec l'ordi,. 
606,iOS,Appbot,2017-07-27,8.0.1,delighted,5,Private option thou ;). Private option let me watch porn I love it other then that the app is just like the others okay bye,. 
607,iOS,Appbot,2017-07-26,8.0.1,happy,3,Why remove 3D Touch?. My go-to browser. Like it above others though seems to be loosing ground to Safari. Why 3D Touch was removed is beyond me. I used it all the time to open links in new tab.,. 
608,iOS,Appbot,2017-07-26,8.0.1,meh,5,Great for stuff..... This is great for stuff you don't want to be seen. Look it up than delete the app. It works great,. 
609,iOS,Appbot,2017-07-26,8.0.1,,1,Attention version instable. La mise à jour n'est pas stade. L'application plante au bout de quelques secondes,. 
610,iOS,Appbot,2017-07-26,7.5,angry,1,"App crashes. With the last update an app crashes immediately after start. 
Another update - the same behavior. 
IOS 10.3.2",. 
